appid,precio,fecha,reseñas
1019730,8.99,"Nov 20, 2019",0
1019730,6.9,"Nov 20, 2019",0
1019730,8.99,"Nov 20, 2019",0
1019790,0.0,"May 7, 2019",0
1019790,0.0,"May 7, 2019",0
1019790,0.0,"May 7, 2019",0
1019820,19.99,"Jun 28, 2019",0
1019820,16.27,"Jun 28, 2019",0
1019820,19.99,"Jun 28, 2019",0
1019910,3.99,"Aug 14, 2020",0
1019910,2.57,"Aug 14, 2020",0
1019910,3.99,"Aug 14, 2020",0
1019920,5.99,"Apr 24, 2019",111
1019920,4.9,"Apr 24, 2019",111
1019920,5.99,"Apr 24, 2019",111
1020030,19.99,"Sep 10, 2020",0
1020030,12.49,"Sep 10, 2020",0
1020030,19.99,"Sep 10, 2020",0
1020050,12.99,"Jul 30, 2020",0
1020050,10.98,"Jul 30, 2020",0
1020050,12.99,"Jul 30, 2020",0
1020090,8.99,"Feb 27, 2019",0
1020090,7.4,"Feb 27, 2019",0
1020090,8.99,"Feb 27, 2019",0
1020270,14.99,"Apr 4, 2019",163
1020270,10.31,"Apr 4, 2019",163
1020270,14.99,"Apr 4, 2019",163
1020310,2.49,"Feb 19, 2021",0
1020310,2.04,"Feb 19, 2021",0
1020310,2.49,"Feb 19, 2021",0
1020330,0.99,"Aug 27, 2019",0
1020330,0.78,"Aug 27, 2019",0
1020330,0.99,"Aug 27, 2019",0
1020340,29.99,"Nov 5, 2019",562
1020340,25.83,"Nov 5, 2019",562
1020340,29.99,"Nov 5, 2019",562
1020390,19.99,"Feb 15, 2019",0
1020390,17.34,"Feb 15, 2019",0
1020390,19.99,"Feb 15, 2019",0
1020410,0.0,"May 16, 2019",0
1020410,0.0,"May 16, 2019",0
1020410,0.0,"May 16, 2019",0
1020440,1.19,"Mar 15, 2020",0
1020440,0.92,"Mar 15, 2020",0
1020440,1.19,"Mar 15, 2020",0
1020450,3.63,"Mar 10, 2023",0
1020450,2.85,"Mar 10, 2023",0
1020450,3.63,"Mar 10, 2023",0
1020470,19.99,"Feb 7, 2019",1318
1020470,12.63,"Feb 7, 2019",1318
1020470,19.99,"Feb 7, 2019",1318
1020490,0.59,"Feb 20, 2019",0
1020490,0.53,"Feb 20, 2019",0
1020490,0.59,"Feb 20, 2019",0
1020540,11.99,"Sep 24, 2019",201
1020540,10.65,"Sep 24, 2019",201
1020540,11.99,"Sep 24, 2019",201
1020550,13.99,"May 2, 2025",0
1020550,10.33,"May 2, 2025",0
1020550,13.99,"May 2, 2025",0
1020590,1.99,"Mar 29, 2019",0
1020590,1.21,"Mar 29, 2019",0
1020590,1.99,"Mar 29, 2019",0
1020610,0.99,"Feb 25, 2019",0
1020610,0.67,"Feb 25, 2019",0
1020610,0.99,"Feb 25, 2019",0
1020640,0.0,"Feb 15, 2019",0
1020640,0.0,"Feb 15, 2019",0
1020640,0.0,"Feb 15, 2019",0
1020650,1.99,"Mar 1, 2019",0
1020650,1.08,"Mar 1, 2019",0
1020650,1.99,"Mar 1, 2019",0
1020730,8.99,"Jul 12, 2020",507
1020730,7.12,"Jul 12, 2020",507
1020730,8.99,"Jul 12, 2020",507
1020780,0.0,"May 22, 2020",0
1020780,0.0,"May 22, 2020",0
1020780,0.0,"May 22, 2020",0
1020790,23.99,"Nov 16, 2023",3239
1020790,15.1,"Nov 16, 2023",3239
1020790,23.99,"Nov 16, 2023",3239
1020800,18.99,"Feb 20, 2020",571
1020800,13.09,"Feb 20, 2020",571
1020800,18.99,"Feb 20, 2020",571
1020820,5.99,"Feb 27, 2019",740
1020820,3.94,"Feb 27, 2019",740
1020820,5.99,"Feb 27, 2019",740
1020830,0.99,"Feb 14, 2019",0
1020830,0.51,"Feb 14, 2019",0
1020830,0.99,"Feb 14, 2019",0
1020840,1.99,"May 6, 2019",0
1020840,1.27,"May 6, 2019",0
1020840,1.99,"May 6, 2019",0
1020910,0.0,"Jul 22, 2023",0
1020910,0.0,"Jul 22, 2023",0
1020910,0.0,"Jul 22, 2023",0
1020940,1.99,"Apr 3, 2019",0
1020940,1.17,"Apr 3, 2019",0
1020940,1.99,"Apr 3, 2019",0
1020980,9.99,"Apr 19, 2019",0
1020980,8.46,"Apr 19, 2019",0
1020980,9.99,"Apr 19, 2019",0
1021060,0.99,"Mar 29, 2019",0
1021060,0.66,"Mar 29, 2019",0
1021060,0.99,"Mar 29, 2019",0
1021070,19.99,"Sep 30, 2019",350
1021070,17.26,"Sep 30, 2019",350
1021070,19.99,"Sep 30, 2019",350
1021100,19.99,"Apr 20, 2022",1084
1021100,12.62,"Apr 20, 2022",1084
1021100,19.99,"Apr 20, 2022",1084
1021120,0.99,"Feb 22, 2019",0
1021120,0.55,"Feb 22, 2019",0
1021120,0.99,"Feb 22, 2019",0
1021210,22.49,"Jun 2, 2025",2009
1021210,14.17,"Jun 2, 2025",2009
1021210,22.49,"Jun 2, 2025",2009
1021220,1.99,"Sep 19, 2019",0
1021220,1.39,"Sep 19, 2019",0
1021220,1.99,"Sep 19, 2019",0
1021260,1.99,"Feb 6, 2019",0
1021260,1.33,"Feb 6, 2019",0
1021260,1.99,"Feb 6, 2019",0
1021290,0.99,"Feb 22, 2019",0
1021290,0.62,"Feb 22, 2019",0
1021290,0.99,"Feb 22, 2019",0
1021370,4.99,"Mar 27, 2019",0
1021370,3.43,"Mar 27, 2019",0
1021370,4.99,"Mar 27, 2019",0
1021640,2.99,"Mar 5, 2019",0
1021640,1.98,"Mar 5, 2019",0
1021640,2.99,"Mar 5, 2019",0
1021670,10.99,"Apr 24, 2019",215
1021670,9.77,"Apr 24, 2019",215
1021670,10.99,"Apr 24, 2019",215
1021690,1.99,"Mar 5, 2019",149
1021690,1.1,"Mar 5, 2019",149
1021690,1.99,"Mar 5, 2019",149
1021700,0.0,"Jun 24, 2019",0
1021700,0.0,"Jun 24, 2019",0
1021700,0.0,"Jun 24, 2019",0
1021800,12.99,"Jun 11, 2020",196
1021800,8.52,"Jun 11, 2020",196
1021800,12.99,"Jun 11, 2020",196
1021820,0.49,"Feb 11, 2019",0
1021820,0.43,"Feb 11, 2019",0
1021820,0.49,"Feb 11, 2019",0
1021840,2.99,"Mar 14, 2019",0
1021840,1.81,"Mar 14, 2019",0
1021840,2.99,"Mar 14, 2019",0
1021850,2.99,"Feb 14, 2019",0
1021850,2.61,"Feb 14, 2019",0
1021850,2.99,"Feb 14, 2019",0
1021860,0.0,"Feb 10, 2019",0
1021860,0.0,"Feb 10, 2019",0
1021860,0.0,"Feb 10, 2019",0
1021890,12.99,"Nov 12, 2020",0
1021890,7.74,"Nov 12, 2020",0
1021890,12.99,"Nov 12, 2020",0
1021940,0.0,"Jun 10, 2021",0
1021940,0.0,"Jun 10, 2021",0
1021940,0.0,"Jun 10, 2021",0
1021950,0.0,"Mar 1, 2019",0
1021950,0.0,"Mar 1, 2019",0
1021950,0.0,"Mar 1, 2019",0
1022010,4.99,"Feb 18, 2019",0
1022010,2.64,"Feb 18, 2019",0
1022010,4.99,"Feb 18, 2019",0
1022130,5.99,"Feb 20, 2019",0
1022130,4.59,"Feb 20, 2019",0
1022130,5.99,"Feb 20, 2019",0
1022150,9.99,"Apr 17, 2020",0
1022150,8.69,"Apr 17, 2020",0
1022150,9.99,"Apr 17, 2020",0
1022160,0.0,"Mar 1, 2019",0
1022160,0.0,"Mar 1, 2019",0
1022160,0.0,"Mar 1, 2019",0
1022180,0.0,"Mar 4, 2019",0
1022180,0.0,"Mar 4, 2019",0
1022180,0.0,"Mar 4, 2019",0
1022270,1.99,"Feb 19, 2019",0
1022270,1.36,"Feb 19, 2019",0
1022270,1.99,"Feb 19, 2019",0
1022280,3.99,"Mar 7, 2019",0
1022280,2.16,"Mar 7, 2019",0
1022280,3.99,"Mar 7, 2019",0
1022310,29.99,"Apr 21, 2020",1048
1022310,23.04,"Apr 21, 2020",1048
1022310,29.99,"Apr 21, 2020",1048
1022370,0.0,"Jun 24, 2019",0
1022370,0.0,"Jun 24, 2019",0
1022370,0.0,"Jun 24, 2019",0
1022380,0.99,"Jul 11, 2019",0
1022380,0.67,"Jul 11, 2019",0
1022380,0.99,"Jul 11, 2019",0
1022480,4.99,"Jun 26, 2019",198
1022480,2.92,"Jun 26, 2019",198
1022480,4.99,"Jun 26, 2019",198
1022530,4.99,"Apr 3, 2019",0
1022530,2.81,"Apr 3, 2019",0
1022530,4.99,"Apr 3, 2019",0
1022630,11.99,"Mar 13, 2019",0
1022630,7.69,"Mar 13, 2019",0
1022630,11.99,"Mar 13, 2019",0
1022650,0.99,"Feb 8, 2019",0
1022650,0.51,"Feb 8, 2019",0
1022650,0.99,"Feb 8, 2019",0
1022710,19.99,"Feb 20, 2020",142
1022710,15.72,"Feb 20, 2020",142
1022710,19.99,"Feb 20, 2020",142
1022770,7.99,"Mar 7, 2019",0
1022770,6.71,"Mar 7, 2019",0
1022770,7.99,"Mar 7, 2019",0
1022780,4.99,"Apr 19, 2019",255
1022780,3.28,"Apr 19, 2019",255
1022780,4.99,"Apr 19, 2019",255
1022860,2.99,"Feb 21, 2019",0
1022860,1.63,"Feb 21, 2019",0
1022860,2.99,"Feb 21, 2019",0
1022870,0.0,"Apr 11, 2019",0
1022870,0.0,"Apr 11, 2019",0
1022870,0.0,"Apr 11, 2019",0
1023010,2.99,"Jul 31, 2019",0
1023010,2.24,"Jul 31, 2019",0
1023010,2.99,"Jul 31, 2019",0
1023020,0.0,"Feb 15, 2019",0
1023020,0.0,"Feb 15, 2019",0
1023020,0.0,"Feb 15, 2019",0
1023040,0.99,"Feb 11, 2019",0
1023040,0.6,"Feb 11, 2019",0
1023040,0.99,"Feb 11, 2019",0
1023130,3.99,"Mar 15, 2019",0
1023130,2.54,"Mar 15, 2019",0
1023130,3.99,"Mar 15, 2019",0
1023140,3.99,"Feb 24, 2023",0
1023140,3.33,"Feb 24, 2023",0
1023140,3.99,"Feb 24, 2023",0
1023260,3.49,"Apr 5, 2019",0
1023260,2.81,"Apr 5, 2019",0
1023260,3.49,"Apr 5, 2019",0
1023310,4.99,"Apr 12, 2019",0
1023310,2.96,"Apr 12, 2019",0
1023310,4.99,"Apr 12, 2019",0
1023370,0.99,"Feb 14, 2019",0
1023370,0.83,"Feb 14, 2019",0
1023370,0.99,"Feb 14, 2019",0
1023390,9.99,"Mar 7, 2020",0
1023390,8.25,"Mar 7, 2020",0
1023390,9.99,"Mar 7, 2020",0
1023510,7.99,"Mar 7, 2019",0
1023510,4.61,"Mar 7, 2019",0
1023510,7.99,"Mar 7, 2019",0
1023520,0.0,"Jun 24, 2019",0
1023520,0.0,"Jun 24, 2019",0
1023520,0.0,"Jun 24, 2019",0
1023550,14.99,"Feb 4, 2021",119
1023550,12.34,"Feb 4, 2021",119
1023550,14.99,"Feb 4, 2021",119
1023570,0.99,"Feb 12, 2019",0
1023570,0.63,"Feb 12, 2019",0
1023570,0.99,"Feb 12, 2019",0
1023680,11.99,"Jan 30, 2020",0
1023680,7.2,"Jan 30, 2020",0
1023680,11.99,"Jan 30, 2020",0
1023690,39.99,"Apr 18, 2019",229
1023690,25.86,"Apr 18, 2019",229
1023690,39.99,"Apr 18, 2019",229
1023740,1.99,"Apr 26, 2019",487
1023740,1.0,"Apr 26, 2019",487
1023740,1.99,"Apr 26, 2019",487
1023790,6.99,"Aug 4, 2021",0
1023790,4.02,"Aug 4, 2021",0
1023790,6.99,"Aug 4, 2021",0
1023860,16.99,"Sep 18, 2020",0
1023860,10.28,"Sep 18, 2020",0
1023860,16.99,"Sep 18, 2020",0
1023870,1.99,"Feb 18, 2019",0
1023870,1.06,"Feb 18, 2019",0
1023870,1.99,"Feb 18, 2019",0
1023970,12.49,"Nov 1, 2019",107
1023970,10.34,"Nov 1, 2019",107
1023970,12.49,"Nov 1, 2019",107
1024010,0.0,"Nov 15, 2019",561
1024010,0.0,"Nov 15, 2019",561
1024010,0.0,"Nov 15, 2019",561
1024070,4.99,"Feb 22, 2019",0
1024070,4.36,"Feb 22, 2019",0
1024070,4.99,"Feb 22, 2019",0
1024100,0.99,"Jul 9, 2019",0
1024100,0.51,"Jul 9, 2019",0
1024100,0.99,"Jul 9, 2019",0
1024120,0.0,"Mar 4, 2025",0
1024120,0.0,"Mar 4, 2025",0
1024120,0.0,"Mar 4, 2025",0
1024150,0.99,"Feb 14, 2019",0
1024150,0.83,"Feb 14, 2019",0
1024150,0.99,"Feb 14, 2019",0
1024160,9.49,"Jul 28, 2022",173
1024160,8.45,"Jul 28, 2022",173
1024160,9.49,"Jul 28, 2022",173
1024210,9.99,"Aug 9, 2019",0
1024210,6.95,"Aug 9, 2019",0
1024210,9.99,"Aug 9, 2019",0
1024220,0.99,"Feb 19, 2019",0
1024220,0.8,"Feb 19, 2019",0
1024220,0.99,"Feb 19, 2019",0
1024280,0.0,"Jun 24, 2019",0
1024280,0.0,"Jun 24, 2019",0
1024280,0.0,"Jun 24, 2019",0
1024380,0.0,"Oct 13, 2020",4887
1024380,0.0,"Oct 13, 2020",4887
1024380,0.0,"Oct 13, 2020",4887
1024400,19.99,"May 21, 2019",0
1024400,14.4,"May 21, 2019",0
1024400,19.99,"May 21, 2019",0
1024440,0.0,"Jun 24, 2019",0
1024440,0.0,"Jun 24, 2019",0
1024440,0.0,"Jun 24, 2019",0
1024480,29.99,"Aug 28, 2020",403
1024480,16.33,"Aug 28, 2020",403
1024480,29.99,"Aug 28, 2020",403
1024490,1.34,"Feb 13, 2019",0
1024490,0.74,"Feb 13, 2019",0
1024490,1.34,"Feb 13, 2019",0
1024500,0.0,"Jun 24, 2019",0
1024500,0.0,"Jun 24, 2019",0
1024500,0.0,"Jun 24, 2019",0
1024570,1.99,"Mar 19, 2019",0
1024570,1.39,"Mar 19, 2019",0
1024570,1.99,"Mar 19, 2019",0
1024590,1.99,"Mar 20, 2019",0
1024590,1.35,"Mar 20, 2019",0
1024590,1.99,"Mar 20, 2019",0
1024650,5.99,"Sep 25, 2020",1296
1024650,4.39,"Sep 25, 2020",1296
1024650,5.99,"Sep 25, 2020",1296
1024670,1.99,"Mar 8, 2019",0
1024670,1.06,"Mar 8, 2019",0
1024670,1.99,"Mar 8, 2019",0
1024690,0.49,"Feb 14, 2019",0
1024690,0.27,"Feb 14, 2019",0
1024690,0.49,"Feb 14, 2019",0
1024720,2.99,"Apr 8, 2019",0
1024720,1.74,"Apr 8, 2019",0
1024720,2.99,"Apr 8, 2019",0
1024730,11.99,"Apr 7, 2019",0
1024730,7.01,"Apr 7, 2019",0
1024730,11.99,"Apr 7, 2019",0
1024790,0.0,"Mar 27, 2019",0
1024790,0.0,"Mar 27, 2019",0
1024790,0.0,"Mar 27, 2019",0
1024800,0.0,"Mar 8, 2019",0
1024800,0.0,"Mar 8, 2019",0
1024800,0.0,"Mar 8, 2019",0
1024890,0.0,"Oct 30, 2020",0
1024890,0.0,"Oct 30, 2020",0
1024890,0.0,"Oct 30, 2020",0
1024950,59.99,"Sep 18, 2020",0
1024950,35.12,"Sep 18, 2020",0
1024950,59.99,"Sep 18, 2020",0
1025000,5.99,"Mar 14, 2019",0
1025000,4.17,"Mar 14, 2019",0
1025000,5.99,"Mar 14, 2019",0
1025050,0.0,"Jun 24, 2019",0
1025050,0.0,"Jun 24, 2019",0
1025050,0.0,"Jun 24, 2019",0
1025130,0.99,"Feb 14, 2019",0
1025130,0.56,"Feb 14, 2019",0
1025130,0.99,"Feb 14, 2019",0
1025140,12.99,"Nov 21, 2019",734
1025140,10.52,"Nov 21, 2019",734
1025140,12.99,"Nov 21, 2019",734
1025160,4.99,"Aug 2, 2019",0
1025160,3.72,"Aug 2, 2019",0
1025160,4.99,"Aug 2, 2019",0
1025200,0.0,"Feb 15, 2019",0
1025200,0.0,"Feb 15, 2019",0
1025200,0.0,"Feb 15, 2019",0
1025240,0.99,"Mar 7, 2019",0
1025240,0.64,"Mar 7, 2019",0
1025240,0.99,"Mar 7, 2019",0
1025410,24.99,"Aug 12, 2020",443
1025410,20.67,"Aug 12, 2020",443
1025410,24.99,"Aug 12, 2020",443
1025430,2.99,"May 29, 2019",0
1025430,2.16,"May 29, 2019",0
1025430,2.99,"May 29, 2019",0
1025440,39.99,"Sep 5, 2019",994
1025440,31.77,"Sep 5, 2019",994
1025440,39.99,"Sep 5, 2019",994
1025460,0.99,"Nov 1, 2019",0
1025460,0.86,"Nov 1, 2019",0
1025460,0.99,"Nov 1, 2019",0
1025480,0.83,"Mar 20, 2019",0
1025480,0.47,"Mar 20, 2019",0
1025480,0.83,"Mar 20, 2019",0
1025890,0.0,"Oct 4, 2019",0
1025890,0.0,"Oct 4, 2019",0
1025890,0.0,"Oct 4, 2019",0
1025900,1.99,"Jan 17, 2025",0
1025900,1.63,"Jan 17, 2025",0
1025900,1.99,"Jan 17, 2025",0
1025920,0.0,"Jun 24, 2019",0
1025920,0.0,"Jun 24, 2019",0
1025920,0.0,"Jun 24, 2019",0
1025960,39.99,"Nov 29, 2021",1861
1025960,25.9,"Nov 29, 2021",1861
1025960,39.99,"Nov 29, 2021",1861
1026030,0.0,"Jun 24, 2019",0
1026030,0.0,"Jun 24, 2019",0
1026030,0.0,"Jun 24, 2019",0
1026070,11.99,"Oct 24, 2019",0
1026070,8.29,"Oct 24, 2019",0
1026070,11.99,"Oct 24, 2019",0
1026080,3.99,"Feb 22, 2019",0
1026080,2.89,"Feb 22, 2019",0
1026080,3.99,"Feb 22, 2019",0
1026110,0.0,"May 20, 2019",0
1026110,0.0,"May 20, 2019",0
1026110,0.0,"May 20, 2019",0
1026130,2.49,"Apr 2, 2019",103
1026130,1.35,"Apr 2, 2019",103
1026130,2.49,"Apr 2, 2019",103
1026160,7.99,"Aug 14, 2019",202
1026160,6.73,"Aug 14, 2019",202
1026160,7.99,"Aug 14, 2019",202
1026190,0.0,"Jun 24, 2019",0
1026190,0.0,"Jun 24, 2019",0
1026190,0.0,"Jun 24, 2019",0
1026200,0.0,"Jun 24, 2019",0
1026200,0.0,"Jun 24, 2019",0
1026200,0.0,"Jun 24, 2019",0
1026210,0.0,"Feb 19, 2019",0
1026210,0.0,"Feb 19, 2019",0
1026210,0.0,"Feb 19, 2019",0
1026390,1.99,"Mar 31, 2019",0
1026390,1.66,"Mar 31, 2019",0
1026390,1.99,"Mar 31, 2019",0
1026400,4.99,"Mar 5, 2019",305
1026400,3.81,"Mar 5, 2019",305
1026400,4.99,"Mar 5, 2019",305
1026420,0.0,"Oct 2, 2019",541
1026420,0.0,"Oct 2, 2019",541
1026420,0.0,"Oct 2, 2019",541
